ID,Date,Time,Location,District,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20251539,2025-03-10,13:33,"Vytilla Junction, Kochi",Ernakulam,9.954677,76.322152,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Overloading,3,0,47,41-60
20251540,2025-08-13,17:49,"Vellayambalam, Thiruvananthapuram",Thiruvananthapuram,8.506332,76.939432,South,Motorcycle,Rainy,City Road,Daylight,Minor,Sleep deprivation,3,0,28,26-40
20251541,2025-03-13,07:18,"Thekkady Road, Idukki",Idukki,9.597169,77.159381,South,Auto-rickshaw,Windy,City Road,Daylight,Major,Wrong-side driving,4,0,58,41-60
20251542,2025-06-07,09:29,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.221856,76.656787,South,Motorcycle,Stormy,State Highway,Daylight,Fatal,Poor road condition,2,2,34,26-40
20251543,2025-12-11,13:47,"Feroke Junction, Kozhikode",Kozhikode,11.159757,75.846485,South,Scooter,Rainy,City Road,Daylight,Major,Overloading,3,0,33,26-40
20251544,2025-06-28,07:47,"Thekkady Road, Idukki",Idukki,9.60947,77.149781,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Overloading,0,0,23,<26
20251545,2025-03-02,14:25,"Aluva Bypass, Ernakulam",Ernakulam,10.097996,76.347283,South,Truck,Windy,City Road,Daylight,Major,Signal violation,4,0,35,26-40
20251546,2025-10-05,19:41,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.557057,76.885626,South,SUV,Stormy,National Highway,Twilight,Fatal,Over-speeding,3,1,24,<26
20251547,2025-09-16,02:52,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.564508,76.885665,South,Car,Rainy,City Road,Darkness (Unlit),Minor,Tire burst,1,0,57,41-60
20251548,2025-12-22,13:10,"NH-66, Kuttippuram, Malappuram",Malappuram,10.867331,75.937404,South,Motorcycle,Rainy,National Highway,Daylight,Major,Distracted driving,7,1,29,26-40
20251549,2025-08-06,13:31,"Tirur Road, Malappuram",Malappuram,10.910223,75.930563,South,Motorcycle,Rainy,Residential Street,Daylight,Minor,Brake failure,3,0,21,<26
20251550,2025-02-09,17:39,"MC Road, Kottayam",Kottayam,9.578058,76.533568,South,Motorcycle,Clear,National Highway,Daylight,Minor,Over-speeding,1,0,27,26-40
20251551,2025-11-16,18:59,"Ottappalam Bypass, Palakkad",Palakkad,10.763784,76.385446,South,Bus,Rainy,City Road,Twilight,Minor,Tire burst,1,0,39,26-40
20251552,2025-02-05,16:33,"Kattappana Road, Idukki",Idukki,9.749751,77.120604,South,Truck,Clear,State Highway,Daylight,Major,Brake failure,7,0,26,26-40
20251553,2025-02-04,13:19,"Feroke Junction, Kozhikode",Kozhikode,11.173195,75.841728,South,Motorcycle,Clear,Rural Road,Daylight,Major,Bad lighting,7,0,32,26-40
20251554,2025-02-09,10:12,"NH-66, Edapally Junction, Kochi",Ernakulam,10.025048,76.304714,South,Bus,Clear,Rural Road,Daylight,Major,Vehicle malfunction,2,0,42,41-60
20251555,2025-09-15,04:38,"Thekkady Road, Idukki",Idukki,9.592666,77.151421,South,Van,Rainy,City Road,Darkness (Lit),Major,Drunk driving,3,0,23,<26
20251556,2025-07-20,13:33,"Aluva Bypass, Ernakulam",Ernakulam,10.094988,76.353464,South,Truck,Rainy,Rural Road,Daylight,Major,Using phone while driving,1,0,48,41-60
20251557,2025-10-23,15:38,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.776419,76.649628,South,Van,Rainy,National Highway,Daylight,Minor,Wrong-side driving,0,0,28,26-40
20251558,2025-08-28,15:05,"Mavoor Road, Kozhikode",Kozhikode,11.250407,75.824671,South,Motorcycle,Rainy,City Road,Daylight,Major,Road rage,6,0,26,26-40
20251559,2025-04-09,02:41,"Kanhangad Road, Kasaragod",Kasaragod,12.359631,75.089173,South,Motorcycle,Cloudy,State Highway,Darkness (Unlit),Major,Drunk driving,1,0,23,<26
20251560,2025-10-27,15:57,"Kattappana Road, Idukki",Idukki,9.736953,77.111317,South,Scooter,Cloudy,City Road,Daylight,Minor,Drunk driving,3,0,24,<26
20251561,2025-07-18,11:29,"Marine Drive, Kochi",Ernakulam,9.985054,76.26426,South,Scooter,Rainy,National Highway,Daylight,Major,Drunk driving,5,0,37,26-40
20251562,2025-11-09,14:49,"NH-66, Kozhikode Bypass",Kozhikode,11.258264,75.772523,South,Bus,Foggy,National Highway,Daylight,Minor,Tailgating,0,0,52,41-60
20251563,2025-10-14,18:26,"Chalakudy Road, Thrissur",Thrissur,10.290098,76.342017,South,Truck,Cloudy,National Highway,Twilight,Fatal,Vehicle malfunction,8,3,58,41-60
20251564,2025-12-05,16:19,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.548659,76.888702,South,Van,Clear,National Highway,Daylight,Major,Lane changing without signal,7,0,33,26-40
20251565,2025-07-23,08:47,"Mavoor Road, Kozhikode",Kozhikode,11.266325,75.812249,South,Auto-rickshaw,Rainy,National Highway,Daylight,Minor,Bad lighting,0,0,44,41-60
20251566,2025-06-27,08:15,"Mavoor Road, Kozhikode",Kozhikode,11.254036,75.809524,South,Car,Rainy,National Highway,Daylight,Major,Poor road condition,6,0,37,26-40
20251567,2025-05-03,01:13,Kottayam-Kumily Road (NH-183),Kottayam,9.576627,76.897307,South,Motorcycle,Clear,City Road,Darkness (Lit),Minor,Vehicle malfunction,3,0,20,<26
20251568,2025-05-09,14:29,"Kakkanad, Kochi",Ernakulam,10.007503,76.350403,South,Motorcycle,Stormy,City Road,Daylight,Major,Overloading,2,1,18,<26
20251569,2025-12-19,19:54,"Kozhinjampara Road, Palakkad",Palakkad,10.73073,76.854521,South,Car,Rainy,City Road,Twilight,Fatal,Road rage,3,5,48,41-60
20251570,2025-06-04,14:02,"NH-66, Kasaragod Bypass",Kasaragod,12.497512,74.975374,South,Auto-rickshaw,Foggy,Residential Street,Daylight,Minor,Lane changing without signal,2,0,68,60+
20251571,2025-10-31,08:08,"Kattappana Road, Idukki",Idukki,9.738578,77.097507,South,Car,Clear,Rural Road,Daylight,Minor,Road rage,0,0,49,41-60
20251572,2025-09-27,05:04,"NH-544, Thrissur Bypass",Thrissur,10.527364,76.208179,South,Car,Windy,State Highway,Twilight,Minor,Lane changing without signal,0,0,32,26-40
20251573,2025-01-12,08:39,"Cherthala Road, Alappuzha",Alappuzha,9.693425,76.342672,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Wrong-side driving,0,0,26,26-40
20251574,2025-06-28,16:06,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.688667,76.805066,South,Car,Cloudy,City Road,Daylight,Minor,Vehicle malfunction,0,0,34,26-40
20251575,2025-12-12,17:50,Kannur-Mananthavady Road,Kannur,11.862561,75.677251,South,Scooter,Cloudy,National Highway,Daylight,Minor,Over-speeding,3,0,18,<26
20251576,2025-07-11,16:47,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.548762,76.93612,South,Motorcycle,Rainy,National Highway,Daylight,Major,Using phone while driving,3,0,21,<26
20251577,2025-12-04,14:39,"Vellayambalam, Thiruvananthapuram",Thiruvananthapuram,8.502057,76.955654,South,Car,Clear,City Road,Daylight,Minor,Tire burst,3,0,39,26-40
20251578,2025-02-12,13:43,"NH-85, Munnar Road, Idukki",Idukki,9.994149,77.057827,South,SUV,Clear,State Highway,Daylight,Major,Wrong-side driving,1,0,24,<26
20251579,2025-08-25,07:47,"Calicut Beach Road, Kozhikode",Kozhikode,11.250931,75.776826,South,Motorcycle,Rainy,City Road,Daylight,Major,Distracted driving,6,0,22,<26
20251580,2025-12-31,14:29,"Thalassery Road, Kannur",Kannur,11.740295,75.482499,South,Tractor,Foggy,City Road,Daylight,Fatal,Pedestrian error,10,5,49,41-60
20251581,2025-03-09,17:40,"Perinthalmanna Road, Malappuram",Malappuram,10.984554,76.23277,South,Car,Windy,National Highway,Daylight,Minor,Wrong-side driving,1,0,47,41-60
20251582,2025-04-25,10:53,"Aluva Bypass, Ernakulam",Ernakulam,10.107974,76.362265,South,Scooter,Heatwave,Rural Road,Daylight,Minor,Using phone while driving,3,0,31,26-40
20251583,2025-08-19,14:48,"Aluva Bypass, Ernakulam",Ernakulam,10.096278,76.363324,South,Car,Windy,Rural Road,Daylight,Minor,Vehicle malfunction,0,0,52,41-60
20251584,2025-10-21,04:45,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.545226,76.929195,South,Car,Rainy,Rural Road,Darkness (Unlit),Minor,Distracted driving,2,0,18,<26
20251585,2025-10-14,16:35,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.613015,76.072563,South,Truck,Rainy,City Road,Daylight,Fatal,Bad lighting,4,1,22,<26
20251586,2025-11-15,20:17,"NH-66, Kuttippuram, Malappuram",Malappuram,10.866038,75.942336,South,Car,Rainy,National Highway,Darkness (Lit),Minor,Poor road condition,2,0,33,26-40
20251587,2025-03-04,16:45,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.48967,76.95219,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Signal violation,0,0,30,26-40
20251588,2025-12-14,11:46,"Kozhinjampara Road, Palakkad",Palakkad,10.723345,76.843579,South,Motorcycle,Clear,State Highway,Daylight,Major,Distracted driving,4,0,39,26-40
20251589,2025-04-10,17:19,"Sultan Bathery Road, Wayanad",Wayanad,11.66877,76.270004,South,Van,Clear,Rural Road,Daylight,Fatal,Over-speeding,2,2,37,26-40
20251590,2025-01-26,14:23,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.617667,76.091954,South,Bus,Windy,State Highway,Daylight,Fatal,Over-speeding,9,2,18,<26
20251591,2025-01-17,13:50,Kottayam-Kumily Road (NH-183),Kottayam,9.563982,76.89739,South,Truck,Foggy,National Highway,Daylight,Fatal,Tire burst,10,2,31,26-40
20251592,2025-10-13,10:45,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.561877,76.883891,South,Motorcycle,Rainy,Rural Road,Daylight,Major,Poor road condition,4,0,38,26-40
20251593,2025-03-21,14:07,"Vytilla Junction, Kochi",Ernakulam,9.961834,76.317762,South,Car,Clear,City Road,Daylight,Minor,Road rage,0,0,44,41-60
20251594,2025-08-20,14:41,"Aluva Bypass, Ernakulam",Ernakulam,10.099998,76.364981,South,Truck,Rainy,City Road,Daylight,Minor,Distracted driving,3,0,29,26-40
20251595,2025-03-07,20:04,"Kattappana Road, Idukki",Idukki,9.741835,77.116455,South,Motorcycle,Heatwave,Rural Road,Darkness (Unlit),Major,Tire burst,4,0,53,41-60
20251596,2025-01-01,06:34,"Changanacherry Bypass, Kottayam",Kottayam,9.44534,76.552381,South,Scooter,Clear,National Highway,Daylight,Major,Over-speeding,1,0,29,26-40
20251597,2025-01-21,05:15,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.538347,76.930957,South,Motorcycle,Cloudy,State Highway,Twilight,Minor,Drunk driving,0,0,37,26-40
20251598,2025-01-30,07:37,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.596135,76.082692,South,Bus,Clear,City Road,Daylight,Minor,Tire burst,1,0,18,<26
20251599,2025-04-20,06:54,"NH-66, Kasaragod Bypass",Kasaragod,12.500382,74.977021,South,Scooter,Clear,City Road,Daylight,Minor,Road rage,3,0,33,26-40
20251600,2025-02-04,13:34,"Feroke Junction, Kozhikode",Kozhikode,11.160368,75.848425,South,Scooter,Rainy,Residential Street,Daylight,Major,Animal crossing,6,0,19,<26
20251601,2025-05-06,21:49,"Vadakkanchery Road, Thrissur",Thrissur,10.530797,76.504234,South,Scooter,Clear,Rural Road,Darkness (Unlit),Major,Drunk driving,5,0,33,26-40
20251602,2025-09-12,17:02,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.212669,76.644744,South,Auto-rickshaw,Rainy,Residential Street,Daylight,Minor,Animal crossing,0,0,27,26-40
20251603,2025-05-21,07:22,"NH-544, Thrissur Bypass",Thrissur,10.51751,76.221142,South,Motorcycle,Clear,Residential Street,Daylight,Major,Poor road condition,4,0,32,26-40
20251604,2025-06-25,12:05,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.547669,76.876171,South,Motorcycle,Rainy,National Highway,Daylight,Major,Over-speeding,2,0,18,<26
20251605,2025-05-06,15:10,"Tirur Road, Malappuram",Malappuram,10.908555,75.918567,South,Motorcycle,Heatwave,State Highway,Daylight,Fatal,Signal violation,2,2,33,26-40
20251606,2025-05-26,08:07,"Manjeri Bypass, Malappuram",Malappuram,11.118843,76.132687,South,Car,Clear,City Road,Daylight,Minor,Signal violation,2,0,23,<26
20251607,2025-03-11,17:58,"Ranni Road, Pathanamthitta",Pathanamthitta,9.37612,76.787104,South,Car,Clear,City Road,Daylight,Minor,Distracted driving,0,0,21,<26
20251608,2025-05-28,10:09,"Chalakudy Road, Thrissur",Thrissur,10.295655,76.340826,South,Scooter,Heatwave,City Road,Daylight,Major,Tire burst,5,1,18,<26
20251609,2025-02-24,18:17,"Ottappalam Bypass, Palakkad",Palakkad,10.766245,76.369671,South,Truck,Clear,City Road,Twilight,Major,Sleep deprivation,7,0,27,26-40
20251610,2025-02-22,15:29,"Cherthala Road, Alappuzha",Alappuzha,9.697282,76.336121,South,Bus,Windy,City Road,Daylight,Minor,Drunk driving,2,0,38,26-40
20251611,2025-01-25,09:23,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.21114,76.654308,South,Auto-rickshaw,Cloudy,City Road,Daylight,Minor,Lane changing without signal,1,0,35,26-40
20251612,2025-03-21,19:05,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.476895,76.933951,South,SUV,Heatwave,Rural Road,Twilight,Major,Using phone while driving,2,0,32,26-40
20251613,2025-07-23,06:27,Kannur-Mananthavady Road,Kannur,11.87161,75.682691,South,Bus,Rainy,City Road,Daylight,Minor,Brake failure,2,0,28,26-40
20251614,2025-02-16,12:41,"Kottarakkara Junction, Kollam",Kollam,8.992227,76.776254,South,Motorcycle,Foggy,State Highway,Daylight,Minor,Over-speeding,0,0,24,<26
20251615,2025-11-17,14:56,"Calicut Beach Road, Kozhikode",Kozhikode,11.261193,75.771086,South,Car,Clear,City Road,Daylight,Fatal,Drunk driving,6,3,33,26-40
20251616,2025-03-03,11:02,"Calicut Beach Road, Kozhikode",Kozhikode,11.270699,75.762891,South,Scooter,Cloudy,City Road,Daylight,Minor,Tailgating,0,0,25,<26
20251617,2025-08-17,23:39,Kannur-Mananthavady Road,Kannur,11.860194,75.666182,South,Motorcycle,Rainy,Residential Street,Darkness (Lit),Major,Over-speeding,3,0,32,26-40
20251618,2025-11-25,07:28,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.557636,76.935105,South,Car,Clear,Rural Road,Daylight,Major,Drunk driving,1,0,25,<26
20251619,2025-06-24,06:01,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.523285,76.940536,South,Motorcycle,Rainy,National Highway,Daylight,Fatal,Over-speeding,5,5,23,<26
20251620,2025-12-16,00:28,"Thekkady Road, Idukki",Idukki,9.589888,77.162963,South,Auto-rickshaw,Clear,City Road,Darkness (Lit),Minor,Animal crossing,3,0,42,41-60
20251621,2025-10-28,16:27,"Kozhinjampara Road, Palakkad",Palakkad,10.716264,76.845322,South,Auto-rickshaw,Cloudy,Rural Road,Daylight,Minor,Pedestrian error,2,0,31,26-40
20251622,2025-09-03,09:01,"Vadakkanchery Road, Thrissur",Thrissur,10.518475,76.524448,South,SUV,Rainy,State Highway,Daylight,Major,Wrong-side driving,1,0,30,26-40
20251623,2025-03-15,11:54,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.52281,76.930072,South,Auto-rickshaw,Heatwave,City Road,Daylight,Fatal,Over-speeding,4,5,43,41-60
20251624,2025-10-26,14:08,"MC Road, Kottayam",Kottayam,9.583916,76.513683,South,Car,Cloudy,City Road,Daylight,Minor,Overloading,1,0,50,41-60
20251625,2025-08-17,11:20,"NH-66, Kannur Bypass",Kannur,11.864915,75.372702,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Sleep deprivation,3,0,39,26-40
20251626,2025-12-21,16:52,"NH-66, Kundara, Kollam",Kollam,8.984503,76.695515,South,Car,Clear,National Highway,Daylight,Major,Drunk driving,6,0,41,41-60
20251627,2025-11-16,00:13,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.79201,76.653272,South,Scooter,Rainy,National Highway,Darkness (Lit),Major,Drunk driving,5,0,26,26-40
20251628,2025-02-09,21:23,"NH-66, Kuttippuram, Malappuram",Malappuram,10.85044,75.933822,South,Auto-rickshaw,Cloudy,National Highway,Darkness (Lit),Minor,Distracted driving,1,0,43,41-60
20251629,2025-06-10,05:55,"Kozhinjampara Road, Palakkad",Palakkad,10.718756,76.839222,South,Bus,Rainy,City Road,Twilight,Major,Road rage,7,0,32,26-40
20251630,2025-11-13,09:43,"Kakkanad, Kochi",Ernakulam,10.022731,76.348599,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Poor road condition,2,0,38,26-40
20251631,2025-09-13,13:22,"NH-85, Munnar Road, Idukki",Idukki,9.996975,77.057445,South,Car,Clear,City Road,Daylight,Major,Vehicle malfunction,6,0,32,26-40
20251632,2025-06-09,15:26,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.617299,76.094688,South,Car,Rainy,City Road,Daylight,Minor,Drunk driving,2,0,41,41-60
20251633,2025-09-04,05:47,"Ranni Road, Pathanamthitta",Pathanamthitta,9.376224,76.784738,South,Truck,Rainy,State Highway,Twilight,Major,Road rage,7,0,25,<26
20251634,2025-02-17,15:46,Kannur-Mananthavady Road,Kannur,11.871181,75.676711,South,Truck,Windy,National Highway,Daylight,Major,Tire burst,2,0,53,41-60
20251635,2025-02-17,05:29,"Feroke Junction, Kozhikode",Kozhikode,11.165253,75.849622,South,Car,Clear,Residential Street,Twilight,Minor,Brake failure,3,0,46,41-60
20251636,2025-10-20,20:05,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.784959,76.649291,South,Car,Cloudy,State Highway,Darkness (Unlit),Major,Poor road condition,5,0,23,<26
20251637,2025-11-12,18:37,"NH-66, Kannur Bypass",Kannur,11.883739,75.371843,South,Motorcycle,Stormy,National Highway,Twilight,Major,Over-speeding,5,1,37,26-40
20251638,2025-12-06,16:05,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.796064,76.644548,South,Motorcycle,Foggy,State Highway,Daylight,Minor,Wrong-side driving,2,0,26,26-40
20251639,2025-04-12,16:22,"Seaport-Airport Road, Kochi",Ernakulam,10.019824,76.348443,South,Auto-rickshaw,Windy,State Highway,Daylight,Major,Drunk driving,3,1,28,26-40
20251640,2025-07-06,09:17,"Paravur Road, Kollam",Kollam,8.795205,76.673557,South,Scooter,Rainy,State Highway,Daylight,Major,Over-speeding,6,0,23,<26
20251641,2025-07-03,09:48,"Ottappalam Bypass, Palakkad",Palakkad,10.778598,76.378263,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Bad lighting,1,0,18,<26
20251642,2025-10-01,17:33,"MC Road, Kottayam",Kottayam,9.600067,76.529322,South,Auto-rickshaw,Stormy,City Road,Daylight,Major,Lane changing without signal,2,0,39,26-40
20251643,2025-12-04,08:23,"Ottappalam Bypass, Palakkad",Palakkad,10.763156,76.369011,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Tailgating,2,0,52,41-60
20251644,2025-11-02,19:19,"NH-66, Edapally Junction, Kochi",Ernakulam,10.026447,76.306741,South,Auto-rickshaw,Cloudy,Rural Road,Twilight,Minor,Brake failure,2,0,27,26-40
20251645,2025-06-12,08:49,"Vytilla Junction, Kochi",Ernakulam,9.962448,76.323516,South,Bus,Rainy,Residential Street,Daylight,Minor,Drunk driving,3,0,48,41-60
20251646,2025-01-18,15:08,Kannur-Mananthavady Road,Kannur,11.868943,75.676735,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Brake failure,2,0,31,26-40
20251647,2025-03-16,16:56,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.56161,76.869655,South,Motorcycle,Stormy,City Road,Daylight,Minor,Lane changing without signal,3,0,21,<26
20251648,2025-02-24,14:43,"Kozhinjampara Road, Palakkad",Palakkad,10.721461,76.850565,South,Motorcycle,Clear,City Road,Daylight,Minor,Overloading,1,0,22,<26
20251649,2025-03-12,15:03,"Kattappana Road, Idukki",Idukki,9.739239,77.100923,South,Car,Clear,City Road,Daylight,Major,Drunk driving,5,0,24,<26
20251650,2025-04-29,14:19,"Changanacherry Bypass, Kottayam",Kottayam,9.447506,76.535907,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Wrong-side driving,1,0,35,26-40
20251651,2025-06-13,14:41,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.539589,76.926796,South,Scooter,Clear,City Road,Daylight,Major,Over-speeding,4,0,31,26-40
20251652,2025-11-25,09:37,"NH-66, Kozhikode Bypass",Kozhikode,11.258334,75.781399,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Drunk driving,2,0,30,26-40
20251653,2025-10-02,11:37,"Aluva Bypass, Ernakulam",Ernakulam,10.113544,76.36211,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Signal violation,1,0,44,41-60
20251654,2025-01-17,03:18,"Kozhinjampara Road, Palakkad",Palakkad,10.714584,76.833715,South,Car,Clear,State Highway,Darkness (Lit),Major,Distracted driving,4,0,22,<26
20251655,2025-04-01,15:43,"Ottappalam Bypass, Palakkad",Palakkad,10.766406,76.370392,South,Scooter,Heatwave,National Highway,Daylight,Fatal,Over-speeding,1,4,28,26-40
20251656,2025-09-12,15:45,"Aluva Bypass, Ernakulam",Ernakulam,10.094358,76.354281,South,Truck,Stormy,City Road,Daylight,Minor,Tailgating,0,0,29,26-40
20251657,2025-08-12,06:29,"Changanacherry Bypass, Kottayam",Kottayam,9.445237,76.547791,South,Car,Stormy,State Highway,Daylight,Minor,Vehicle malfunction,0,0,50,41-60
20251658,2025-11-11,16:44,"Thekkady Road, Idukki",Idukki,9.608768,77.161309,South,Motorcycle,Stormy,National Highway,Daylight,Major,Over-speeding,4,0,18,<26
20251659,2025-08-30,15:22,"NH-85, Munnar Road, Idukki",Idukki,10.001513,77.056747,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Major,Wrong-side driving,7,0,43,41-60
20251660,2025-11-25,14:55,"Vadakkanchery Road, Thrissur",Thrissur,10.528076,76.523633,South,SUV,Cloudy,City Road,Daylight,Major,Tire burst,3,0,26,26-40
20251661,2025-12-14,09:02,"Thalassery Road, Kannur",Kannur,11.75113,75.501892,South,Car,Clear,City Road,Daylight,Major,Vehicle malfunction,7,0,53,41-60
20251662,2025-09-27,16:54,"NH-66, Kazhakkoottam, Thiruvananthapuram",Thiruvananthapuram,8.56364,76.870295,South,Lorry,Rainy,Rural Road,Daylight,Minor,Overloading,1,0,35,26-40
20251663,2025-04-14,14:42,"Vytilla Junction, Kochi",Ernakulam,9.967204,76.305555,South,SUV,Clear,National Highway,Daylight,Major,Over-speeding,7,0,32,26-40
20251664,2025-10-25,16:24,"Feroke Junction, Kozhikode",Kozhikode,11.181014,75.861279,South,Motorcycle,Windy,City Road,Daylight,Major,Using phone while driving,2,0,22,<26
20251665,2025-09-21,13:08,"NH-66, Kasaragod Bypass",Kasaragod,12.488836,74.979824,South,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Bad lighting,3,0,26,26-40
20251666,2025-08-21,10:05,"Ranni Road, Pathanamthitta",Pathanamthitta,9.38988,76.781508,South,Truck,Stormy,City Road,Daylight,Minor,Tire burst,3,0,35,26-40
20251667,2025-06-25,01:45,"Ranni Road, Pathanamthitta",Pathanamthitta,9.374643,76.791834,South,Car,Clear,Residential Street,Darkness (Lit),Minor,Drunk driving,0,0,34,26-40
20251668,2025-05-23,15:52,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.617832,76.077141,South,Auto-rickshaw,Cloudy,National Highway,Daylight,Major,Lane changing without signal,5,0,36,26-40
20251669,2025-05-15,02:43,"NH-66, Kannur Bypass",Kannur,11.86533,75.368916,South,Truck,Clear,National Highway,Darkness (Unlit),Major,Drunk driving,6,0,47,41-60
20251670,2025-09-17,14:56,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.544269,76.928287,South,Motorcycle,Rainy,City Road,Daylight,Minor,Overloading,1,0,18,<26
20251671,2025-12-20,17:02,"Perumbavoor Road, Ernakulam",Ernakulam,10.101684,76.47539,South,Car,Clear,City Road,Daylight,Major,Bad lighting,7,0,44,41-60
20251672,2025-12-27,11:21,"Seaport-Airport Road, Kochi",Ernakulam,10.034777,76.360902,South,Car,Clear,City Road,Daylight,Minor,Lane changing without signal,0,0,60,41-60
20251673,2025-07-25,20:53,"Thekkady Road, Idukki",Idukki,9.593276,77.15489,South,Auto-rickshaw,Windy,City Road,Darkness (Lit),Fatal,Using phone while driving,9,1,57,41-60
20251674,2025-10-22,07:52,"NH-66, Kannur Bypass",Kannur,11.871842,75.380276,South,Auto-rickshaw,Rainy,State Highway,Daylight,Minor,Overloading,3,0,30,26-40
20251675,2025-08-27,14:25,"Manjeri Bypass, Malappuram",Malappuram,11.108746,76.122024,South,Truck,Rainy,Residential Street,Daylight,Major,Animal crossing,1,0,45,41-60
20251676,2025-07-04,13:57,"Karunagappally Road, Kollam",Kollam,9.056325,76.52439,South,Car,Rainy,National Highway,Daylight,Minor,Over-speeding,2,0,33,26-40
20251677,2025-11-07,12:49,"Calicut Beach Road, Kozhikode",Kozhikode,11.267008,75.781501,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Tailgating,2,0,24,<26
20251678,2025-11-05,05:53,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.545763,76.930044,South,SUV,Rainy,Rural Road,Twilight,Major,Lane changing without signal,5,0,61,60+
20251679,2025-06-16,13:59,"Perinthalmanna Road, Malappuram",Malappuram,10.974871,76.237165,South,Car,Cloudy,City Road,Daylight,Minor,Poor road condition,1,0,25,<26
20251680,2025-08-25,15:43,"NH-66, Kannur Bypass",Kannur,11.879622,75.361035,South,Truck,Rainy,Rural Road,Daylight,Fatal,Drunk driving,3,1,45,41-60
20251681,2025-10-31,13:15,"NH-66, Kundara, Kollam",Kollam,8.991052,76.699872,South,Truck,Cloudy,National Highway,Daylight,Major,Poor road condition,6,1,29,26-40
20251682,2025-07-23,19:23,"NH-85, Munnar Road, Idukki",Idukki,9.995244,77.064275,South,Bus,Rainy,City Road,Twilight,Minor,Signal violation,0,0,18,<26
20251683,2025-11-01,18:34,"Perumbavoor Road, Ernakulam",Ernakulam,10.098807,76.473843,South,Bus,Windy,City Road,Twilight,Major,Poor road condition,6,0,43,41-60
20251684,2025-12-02,21:23,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.548449,76.938896,South,Car,Foggy,City Road,Darkness (Unlit),Major,Lane changing without signal,6,0,46,41-60
20251685,2025-07-24,08:49,"Kuttanad Road, Alappuzha",Alappuzha,9.409863,76.423915,South,Truck,Rainy,State Highway,Daylight,Fatal,Poor road condition,10,2,28,26-40
20251686,2025-07-26,15:12,"Changanacherry Bypass, Kottayam",Kottayam,9.435214,76.549019,South,Tractor,Rainy,Rural Road,Daylight,Minor,Lane changing without signal,1,0,40,26-40
20251687,2025-06-25,19:43,"Kattappana Road, Idukki",Idukki,9.759305,77.106688,South,Car,Rainy,City Road,Twilight,Major,Poor road condition,6,0,47,41-60
