ID,Date,Time,Location,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20253716,2025-02-20,16:18,"Connaught Place, Delhi",28.63113,77.226497,North,Tractor,Clear,Rural Road,Daylight,Minor,Wrong-side driving,0,0,48,41-60
20253717,2025-05-20,08:47,"Park Street, Kolkata",22.552971,88.351601,East,Bus,Clear,City Road,Daylight,Major,Overloading,4,0,53,41-60
20253718,2025-07-02,04:50,"Palm Beach Road, Navi Mumbai",19.00541,73.016636,West,SUV,Cloudy,City Road,Darkness (Lit),Minor,Drunk driving,2,0,38,26-40
20253719,2025-03-06,09:32,"Sabarmati Road, Ahmedabad",23.064127,72.566037,West,Truck,Stormy,State Highway,Daylight,Major,Vehicle malfunction,7,1,36,26-40
20253720,2025-07-15,09:13,"Gateway Area, Mumbai",18.930305,72.845226,West,Bus,Cloudy,Rural Road,Daylight,Major,Road rage,1,0,44,41-60
20253721,2025-05-29,15:50,"Anna Salai, Chennai",13.062175,80.243438,South,Car,Clear,Rural Road,Daylight,Minor,Brake failure,2,0,27,26-40
20253722,2025-10-25,04:23,"Bibvewadi, Pune",18.486228,73.860393,West,Lorry,Stormy,National Highway,Darkness (Lit),Minor,Wrong-side driving,1,0,21,<26
20253723,2025-05-26,17:41,"Chandni Chowk, Delhi",28.673059,77.23626,North,Car,Stormy,Rural Road,Daylight,Major,Animal crossing,3,0,56,41-60
20253724,2025-03-23,07:24,"Hitech City, Hyderabad",17.429006,78.375315,South,Car,Clear,State Highway,Daylight,Major,Wrong-side driving,2,0,51,41-60
20253725,2025-12-05,17:01,"M.G. Road, Indore",22.728673,75.870571,Central,Car,Cloudy,Residential Street,Daylight,Major,Using phone while driving,7,1,26,26-40
20253726,2025-12-12,08:53,"Hitech City, Hyderabad",17.452292,78.375792,South,Van,Clear,City Road,Daylight,Major,Lane changing without signal,2,1,18,<26
20253727,2025-11-07,16:12,"Main Guard Gate, Trichy",10.822159,78.703008,South,Truck,Clear,State Highway,Daylight,Minor,Road rage,1,0,37,26-40
20253728,2025-03-22,09:44,"Howrah Bridge Road, Kolkata",22.599135,88.336117,East,Car,Clear,State Highway,Daylight,Major,Over-speeding,1,0,40,26-40
20253729,2025-01-13,16:39,"Bandra West, Mumbai",19.055557,72.828878,West,Bus,Clear,State Highway,Daylight,Major,Drunk driving,2,0,46,41-60
20253730,2025-04-23,09:33,"Pink City Road, Jaipur",26.910739,75.801406,North,Motorcycle,Clear,Rural Road,Daylight,Minor,Using phone while driving,1,0,18,<26
20253731,2025-12-21,10:24,"Indiranagar 100ft Road, Bangalore",12.972534,77.643445,South,Car,Windy,City Road,Daylight,Minor,Tire burst,1,0,38,26-40
20253732,2025-02-27,22:44,"Gomti Nagar, Lucknow",26.879441,80.999794,North,Truck,Clear,State Highway,Darkness (Unlit),Major,Drunk driving,1,0,38,26-40
20253733,2025-12-20,15:29,"MG Road, Bangalore",12.985805,77.599956,South,Car,Foggy,City Road,Daylight,Minor,Overloading,0,0,51,41-60
20253734,2025-11-18,15:33,"Gateway Area, Mumbai",18.924225,72.820482,West,Lorry,Clear,City Road,Daylight,Minor,Wrong-side driving,1,0,53,41-60
20253735,2025-11-24,14:32,"Rajpath, Delhi",28.601727,77.223718,North,SUV,Cloudy,City Road,Daylight,Minor,Overloading,3,0,32,26-40
20253736,2025-02-28,08:13,"Raja Park, Jaipur",26.883275,75.821073,North,Auto-rickshaw,Clear,Residential Street,Daylight,Major,Vehicle malfunction,1,0,47,41-60
20253737,2025-03-23,12:29,"S.G. Highway, Ahmedabad",23.020383,72.581471,West,Truck,Clear,Residential Street,Daylight,Major,Sleep deprivation,3,0,40,26-40
20253738,2025-10-23,19:22,"Arera Colony, Bhopal",23.223513,77.438077,Central,Motorcycle,Clear,City Road,Twilight,Major,Poor road condition,3,0,32,26-40
20253739,2025-06-16,18:02,"Golden Temple Road, Amritsar",31.631885,74.878505,North,Van,Clear,State Highway,Twilight,Fatal,Drunk driving,8,4,49,41-60
20253740,2025-10-12,19:52,"Pink City Road, Jaipur",26.907866,75.784823,North,Motorcycle,Clear,City Road,Twilight,Minor,Lane changing without signal,3,0,18,<26
20253741,2025-08-02,15:57,"Hitech City, Hyderabad",17.438198,78.3772,South,Auto-rickshaw,Rainy,City Road,Daylight,Minor,Tire burst,0,0,25,<26
20253742,2025-10-25,13:17,"Paltan Bazaar, Guwahati",26.168999,91.748222,East,Truck,Clear,National Highway,Daylight,Major,Sleep deprivation,8,0,47,41-60
20253743,2025-03-26,14:24,"Vartak Nagar, Thane",19.218286,72.973813,West,Bicycle,Clear,Rural Road,Daylight,Minor,Lane changing without signal,3,0,47,41-60
20253744,2025-11-18,13:32,Rishikesh-Haridwar Highway,30.075266,78.300961,North,Motorcycle,Clear,State Highway,Daylight,Minor,Signal violation,2,0,18,<26
20253745,2025-01-01,18:40,"Bibvewadi, Pune",18.468783,73.872282,West,Car,Clear,National Highway,Twilight,Minor,Pedestrian error,4,0,53,41-60
20253746,2025-12-11,17:16,"Gomti Nagar, Lucknow",26.876303,81.008772,North,Van,Clear,City Road,Daylight,Major,Pedestrian error,2,1,39,26-40
20253747,2025-05-31,14:16,"Golden Temple Road, Amritsar",31.63059,74.880401,North,Motorcycle,Clear,City Road,Daylight,Major,Overloading,4,0,20,<26
20253748,2025-11-20,22:14,"Paltan Bazaar, Guwahati",26.182007,91.756823,East,Bus,Rainy,City Road,Darkness (Lit),Major,Signal violation,6,1,35,26-40
20253749,2025-11-27,16:45,"Paltan Bazaar, Guwahati",26.171295,91.753504,East,Motorcycle,Foggy,National Highway,Daylight,Major,Sleep deprivation,1,0,36,26-40
20253750,2025-10-22,14:49,"Park Street, Kolkata",22.541675,88.344814,East,Truck,Clear,City Road,Daylight,Minor,Over-speeding,4,0,47,41-60
20253751,2025-02-19,20:03,"Mall Road, Shimla",31.109884,77.166855,North,Lorry,Clear,Rural Road,Darkness (Lit),Minor,Wrong-side driving,3,0,62,60+
20253752,2025-02-01,02:45,"Zion Hill, Kodaikanal",10.24161,77.485211,South,Bus,Clear,City Road,Darkness (Lit),Fatal,Drunk driving,5,2,19,<26
20253753,2025-01-09,16:57,"Varkala Road, Kerala",8.742709,76.727992,South,Car,Rainy,Residential Street,Daylight,Major,Overloading,1,0,30,26-40
20253754,2025-06-18,03:23,"Fatehpur Sikri Road, Agra",27.079683,77.688479,North,Car,Clear,State Highway,Darkness (Lit),Fatal,Signal violation,8,5,35,26-40
20253755,2025-07-14,16:01,"Bandra West, Mumbai",19.056658,72.841746,West,Motorcycle,Rainy,State Highway,Daylight,Fatal,Drunk driving,9,3,28,26-40
20253756,2025-07-14,18:20,"Victoria Memorial Area, Kolkata",22.553345,88.345239,East,Motorcycle,Windy,City Road,Twilight,Minor,Drunk driving,4,0,18,<26
20253757,2025-11-14,18:56,"NH-48 Highway, Delhi-Mumbai",22.362476,72.944564,West,Car,Clear,City Road,Twilight,Minor,Tailgating,3,0,55,41-60
20253758,2025-11-27,08:27,"Outer Ring Road, Bangalore",12.920783,77.614591,South,Car,Cloudy,City Road,Daylight,Minor,Over-speeding,2,0,22,<26
20253759,2025-07-07,23:45,"Victoria Memorial Area, Kolkata",22.541312,88.33089,East,Scooter,Rainy,City Road,Darkness (Lit),Minor,Vehicle malfunction,3,0,28,26-40
20253760,2025-10-18,19:44,"Chenab Bridge Approach, J&K",33.143057,74.839081,North,Motorcycle,Clear,City Road,Twilight,Minor,Bad lighting,0,0,34,26-40
20253761,2025-02-27,15:05,"Bibvewadi, Pune",18.487404,73.873755,West,Auto-rickshaw,Clear,City Road,Daylight,Minor,Pedestrian error,4,0,29,26-40
20253762,2025-03-23,09:06,"Charminar Area, Hyderabad",17.353654,78.467965,South,Truck,Clear,City Road,Daylight,Major,Wrong-side driving,8,0,53,41-60
20253763,2025-08-02,09:47,"Civil Lines, Nagpur",21.145359,79.09759,Central,Truck,Cloudy,City Road,Daylight,Minor,Vehicle malfunction,1,0,39,26-40
20253764,2025-09-17,20:11,"Anna Salai, Chennai",13.054557,80.250172,South,Truck,Rainy,Rural Road,Darkness (Lit),Minor,Sleep deprivation,4,0,41,41-60
20253765,2025-02-20,13:16,"Golden Temple Road, Amritsar",31.615598,74.864842,North,Auto-rickshaw,Cloudy,Residential Street,Daylight,Minor,Overloading,4,0,56,41-60
20253766,2025-11-20,09:18,"Marine Drive, Kochi",9.964993,76.283646,South,Motorcycle,Foggy,City Road,Daylight,Minor,Pedestrian error,0,0,27,26-40
20253767,2025-05-03,14:43,"Charminar Area, Hyderabad",17.352888,78.460747,South,Lorry,Heatwave,Rural Road,Daylight,Minor,Sleep deprivation,2,0,33,26-40
20253768,2025-09-12,09:15,"Main Guard Gate, Trichy",10.829017,78.686579,South,Motorcycle,Foggy,National Highway,Daylight,Major,Distracted driving,3,0,18,<26
20253769,2025-12-19,14:26,"Arera Colony, Bhopal",23.229241,77.428033,Central,Car,Clear,Residential Street,Daylight,Minor,Over-speeding,3,0,45,41-60
20253770,2025-02-24,18:17,"MG Road, Bangalore",12.970312,77.602851,South,Motorcycle,Clear,City Road,Twilight,Minor,Overloading,1,0,34,26-40
20253771,2025-07-19,08:36,"NH-48 Highway, Delhi-Mumbai",22.353488,72.940283,West,SUV,Rainy,City Road,Daylight,Major,Wrong-side driving,5,0,26,26-40
20253772,2025-12-19,21:56,"Golden Temple Road, Amritsar",31.614787,74.879197,North,Auto-rickshaw,Clear,Rural Road,Darkness (Lit),Minor,Tailgating,4,0,28,26-40
20253773,2025-05-23,17:28,"Electronic City, Bangalore",12.835454,77.675986,South,Car,Heatwave,National Highway,Daylight,Minor,Wrong-side driving,2,0,56,41-60
20253774,2025-08-18,18:26,"Chandni Chowk, Delhi",28.66207,77.232604,North,Scooter,Cloudy,State Highway,Twilight,Major,Overloading,5,0,25,<26
20253775,2025-07-05,14:33,"Park Street, Kolkata",22.561946,88.358377,East,Car,Clear,Rural Road,Daylight,Minor,Bad lighting,3,0,34,26-40
20253776,2025-01-09,19:39,"Chandni Chowk, Delhi",28.671852,77.2225,North,Tractor,Foggy,City Road,Twilight,Major,Distracted driving,2,0,48,41-60
20253777,2025-08-12,16:39,"Race Course, Coimbatore",11.012007,76.956608,South,Truck,Rainy,City Road,Daylight,Minor,Distracted driving,3,0,34,26-40
20253778,2025-05-09,18:10,"Howrah Bridge Road, Kolkata",22.573568,88.361666,East,Tractor,Heatwave,National Highway,Twilight,Major,Over-speeding,4,0,18,<26
20253779,2025-02-20,09:30,"NH-48 Highway, Delhi-Mumbai",22.355413,72.94864,West,Bicycle,Stormy,National Highway,Daylight,Fatal,Over-speeding,8,3,40,26-40
20253780,2025-12-12,05:27,"Gateway Area, Mumbai",18.911836,72.837573,West,Scooter,Clear,City Road,Twilight,Minor,Sleep deprivation,1,0,34,26-40
20253781,2025-04-26,20:10,"FC Road, Pune",18.540267,73.841829,West,Scooter,Clear,City Road,Darkness (Lit),Minor,Using phone while driving,1,0,44,41-60
20253782,2025-03-23,20:33,"Bistupur, Jamshedpur",22.798034,86.217534,East,Auto-rickshaw,Cloudy,City Road,Darkness (Lit),Minor,Tire burst,4,0,32,26-40
20253783,2025-12-28,16:33,Rishikesh-Haridwar Highway,30.07184,78.291933,North,SUV,Foggy,City Road,Daylight,Major,Tailgating,2,0,49,41-60
20253784,2025-05-27,08:41,"MG Road, Bangalore",12.968952,77.585291,South,Truck,Clear,City Road,Daylight,Major,Overloading,5,0,28,26-40
20253785,2025-05-26,15:29,Rishikesh-Haridwar Highway,30.054764,78.293974,North,Car,Clear,National Highway,Daylight,Major,Tire burst,4,0,50,41-60
20253786,2025-11-17,21:53,"Marine Drive, Mumbai",18.954777,72.826587,West,Car,Foggy,Rural Road,Darkness (Lit),Major,Brake failure,3,0,54,41-60
20253787,2025-04-27,00:33,"Kothrud, Pune",18.51629,73.807639,West,Scooter,Clear,City Road,Darkness (Lit),Major,Over-speeding,3,0,32,26-40
20253788,2025-11-14,18:37,"T. Nagar, Chennai",13.054836,80.24864,South,Car,Clear,National Highway,Twilight,Minor,Animal crossing,1,0,31,26-40
20253789,2025-08-30,17:17,"Varkala Road, Kerala",8.737844,76.712499,South,Lorry,Rainy,City Road,Daylight,Minor,Signal violation,4,0,39,26-40
20253790,2025-10-17,14:32,"MVP Colony, Visakhapatnam",17.707905,83.326987,South,Motorcycle,Stormy,Residential Street,Daylight,Fatal,Using phone while driving,6,3,29,26-40
20253791,2025-06-01,21:48,"Electronic City, Bangalore",12.838903,77.673696,South,Car,Cloudy,State Highway,Darkness (Lit),Major,Drunk driving,2,0,46,41-60
20253792,2025-07-30,17:22,"Boring Road, Patna",25.622828,85.107175,East,Auto-rickshaw,Windy,Residential Street,Daylight,Minor,Pedestrian error,3,0,39,26-40
20253793,2025-11-24,18:05,"Palm Beach Road, Navi Mumbai",19.023395,73.011484,West,SUV,Clear,Rural Road,Twilight,Minor,Pedestrian error,1,0,50,41-60
20253794,2025-02-09,15:12,"Salt Lake City, Kolkata",22.577611,88.428398,East,Tractor,Clear,National Highway,Daylight,Major,Over-speeding,1,0,48,41-60
20253795,2025-04-16,20:46,"Banjara Hills, Hyderabad",17.398782,78.431419,South,Car,Clear,National Highway,Darkness (Unlit),Major,Poor road condition,3,0,59,41-60
20253796,2025-10-22,08:18,"Indiranagar 100ft Road, Bangalore",12.967,77.650705,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Signal violation,0,0,71,60+
20253797,2025-06-02,12:57,"Bistupur, Jamshedpur",22.818165,86.189507,East,Motorcycle,Rainy,Residential Street,Daylight,Major,Lane changing without signal,4,0,32,26-40
20253798,2025-08-06,14:24,"Palm Beach Road, Navi Mumbai",19.02795,73.008421,West,SUV,Rainy,National Highway,Daylight,Major,Drunk driving,1,0,37,26-40
20253799,2025-07-02,23:21,"Marine Drive, Kochi",9.983684,76.269527,South,Auto-rickshaw,Rainy,City Road,Darkness (Unlit),Major,Tailgating,5,0,26,26-40
20253800,2025-04-28,14:39,"Kothrud, Pune",18.520208,73.7939,West,Truck,Clear,Rural Road,Daylight,Minor,Bad lighting,1,0,35,26-40
20253801,2025-02-05,08:02,"Outer Ring Road, Bangalore",12.930639,77.634876,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Poor road condition,0,0,27,26-40
20253802,2025-12-16,11:51,"Pink City Road, Jaipur",26.905052,75.775102,North,Car,Foggy,State Highway,Daylight,Major,Distracted driving,1,0,21,<26
20253803,2025-08-01,18:01,"Sayajigunj, Vadodara",22.316338,73.173429,West,Bus,Rainy,Rural Road,Twilight,Minor,Bad lighting,1,0,28,26-40
20253804,2025-11-21,15:23,"Rajpath, Delhi",28.618088,77.211334,North,Auto-rickshaw,Foggy,State Highway,Daylight,Major,Drunk driving,3,0,42,41-60
20253805,2025-11-28,22:46,"Victoria Memorial Area, Kolkata",22.555244,88.33399,East,Bus,Cloudy,State Highway,Darkness (Lit),Major,Distracted driving,6,0,28,26-40
20253806,2025-09-25,18:55,"T. Nagar, Chennai",13.054022,80.233536,South,Car,Rainy,National Highway,Twilight,Major,Wrong-side driving,1,0,18,<26
20253807,2025-07-26,21:33,"Bandra West, Mumbai",19.067932,72.841085,West,Motorcycle,Clear,Rural Road,Darkness (Unlit),Minor,Pedestrian error,1,0,28,26-40
20253808,2025-02-06,16:41,"MVP Colony, Visakhapatnam",17.715707,83.318829,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Over-speeding,1,0,18,<26
20253809,2025-11-15,21:23,"Vartak Nagar, Thane",19.222519,72.968816,West,Car,Cloudy,Rural Road,Darkness (Lit),Minor,Drunk driving,1,0,56,41-60
20253810,2025-07-12,06:43,"Bibvewadi, Pune",18.464504,73.861755,West,Auto-rickshaw,Rainy,Residential Street,Daylight,Major,Sleep deprivation,5,0,42,41-60
20253811,2025-01-30,09:31,"Mall Road, Shimla",31.105718,77.158826,North,Bus,Foggy,National Highway,Daylight,Minor,Vehicle malfunction,4,0,45,41-60
20253812,2025-02-06,20:29,"Park Street, Kolkata",22.562974,88.362739,East,Auto-rickshaw,Stormy,City Road,Darkness (Lit),Minor,Wrong-side driving,3,0,32,26-40
20253813,2025-08-23,15:35,"Raja Park, Jaipur",26.895883,75.840341,North,Motorcycle,Windy,National Highway,Daylight,Major,Signal violation,3,0,18,<26
20253814,2025-07-31,20:05,"Marine Drive, Mumbai",18.929287,72.820191,West,Truck,Rainy,City Road,Darkness (Lit),Minor,Over-speeding,3,0,29,26-40
20253815,2025-01-29,06:13,"NH-48 Highway, Delhi-Mumbai",22.361112,72.939668,West,Auto-rickshaw,Clear,Rural Road,Daylight,Fatal,Using phone while driving,2,1,27,26-40
20253816,2025-05-05,18:02,"MG Road, Bangalore",12.971589,77.60448,South,Car,Heatwave,Rural Road,Twilight,Minor,Distracted driving,1,0,36,26-40
20253817,2025-12-26,13:53,"Hazratganj, Lucknow",26.857919,80.959517,North,Car,Clear,City Road,Daylight,Minor,Wrong-side driving,0,0,39,26-40
20253818,2025-02-04,17:36,"Sabarmati Road, Ahmedabad",23.066991,72.586988,West,Car,Foggy,Residential Street,Daylight,Minor,Road rage,3,0,18,<26
20253819,2025-02-03,04:07,"Varkala Road, Kerala",8.736716,76.704081,South,Auto-rickshaw,Stormy,Residential Street,Darkness (Lit),Minor,Poor road condition,2,0,46,41-60
20253820,2025-03-11,19:58,"Golden Temple Road, Amritsar",31.633107,74.876706,North,Motorcycle,Clear,National Highway,Twilight,Minor,Over-speeding,0,0,31,26-40
20253821,2025-03-21,18:16,"Fatehpur Sikri Road, Agra",27.099701,77.676552,North,Motorcycle,Clear,National Highway,Twilight,Minor,Over-speeding,0,0,32,26-40
20253822,2025-03-14,19:53,"Howrah Bridge Road, Kolkata",22.589195,88.333312,East,Truck,Stormy,City Road,Twilight,Fatal,Overloading,3,3,23,<26
20253823,2025-03-14,21:41,"Victoria Memorial Area, Kolkata",22.53395,88.334058,East,Tractor,Clear,National Highway,Darkness (Lit),Major,Drunk driving,8,1,55,41-60
20253824,2025-03-20,00:01,"Indiranagar 100ft Road, Bangalore",12.959603,77.632391,South,Auto-rickshaw,Clear,State Highway,Darkness (Unlit),Minor,Signal violation,3,0,18,<26
20253825,2025-05-24,11:56,"Marine Drive, Kochi",9.966337,76.283067,South,Bus,Clear,National Highway,Daylight,Minor,Over-speeding,2,0,31,26-40
20253826,2025-12-24,15:24,"Salt Lake City, Kolkata",22.583542,88.416273,East,Auto-rickshaw,Clear,City Road,Daylight,Minor,Poor road condition,4,0,32,26-40
20253827,2025-08-11,20:19,"Vartak Nagar, Thane",19.221247,72.990308,West,Truck,Rainy,City Road,Darkness (Lit),Major,Road rage,6,1,69,60+
20253828,2025-11-23,14:16,"Chenab Bridge Approach, J&K",33.144141,74.830511,North,Motorcycle,Foggy,National Highway,Daylight,Minor,Poor road condition,3,0,24,<26
20253829,2025-02-26,12:16,"Marine Drive, Kochi",9.974968,76.283091,South,Car,Cloudy,City Road,Daylight,Minor,Animal crossing,1,0,57,41-60
20253830,2025-08-28,17:27,"Mall Road, Shimla",31.097512,77.180409,North,Truck,Clear,Rural Road,Daylight,Minor,Lane changing without signal,2,0,30,26-40
20253831,2025-06-25,16:41,"Anna Salai, Chennai",13.051073,80.256486,South,Auto-rickshaw,Rainy,National Highway,Daylight,Major,Drunk driving,6,0,50,41-60
20253832,2025-07-03,19:12,"Arera Colony, Bhopal",23.247902,77.424566,Central,Tractor,Clear,State Highway,Twilight,Major,Tailgating,4,0,28,26-40
20253833,2025-07-18,13:51,"Marine Drive, Kochi",9.990575,76.283926,South,Bus,Windy,Rural Road,Daylight,Minor,Tire burst,2,0,29,26-40
20253834,2025-03-18,16:50,"Chandni Chowk, Delhi",28.670238,77.233442,North,Car,Clear,Rural Road,Daylight,Minor,Animal crossing,0,0,62,60+
20253835,2025-11-10,07:23,"Bandra West, Mumbai",19.058308,72.843624,West,Car,Clear,National Highway,Daylight,Major,Tire burst,2,0,42,41-60
20253836,2025-07-01,09:17,"Marine Drive, Kochi",9.977464,76.264095,South,Bus,Cloudy,Residential Street,Daylight,Fatal,Overloading,2,4,30,26-40
20253837,2025-04-14,19:28,"Bibvewadi, Pune",18.474829,73.864174,West,Motorcycle,Cloudy,Rural Road,Twilight,Major,Distracted driving,6,0,19,<26
20253838,2025-02-17,06:41,"Golden Temple Road, Amritsar",31.630649,74.870347,North,Car,Clear,City Road,Daylight,Minor,Distracted driving,3,0,24,<26
20253839,2025-06-21,13:18,"Electronic City, Bangalore",12.838294,77.674392,South,Car,Clear,City Road,Daylight,Minor,Poor road condition,1,0,60,41-60
20253840,2025-08-16,13:14,"Gomti Nagar, Lucknow",26.87094,80.982032,North,Motorcycle,Rainy,City Road,Daylight,Minor,Pedestrian error,4,0,19,<26
20253841,2025-09-01,23:17,"FC Road, Pune",18.518484,73.855203,West,Car,Rainy,State Highway,Darkness (Lit),Minor,Over-speeding,2,0,34,26-40
20253842,2025-05-25,20:32,"Chenab Bridge Approach, J&K",33.141053,74.845455,North,Motorcycle,Cloudy,City Road,Darkness (Lit),Minor,Distracted driving,4,0,18,<26
20253843,2025-06-10,19:55,"Anna Salai, Chennai",13.056073,80.243132,South,Motorcycle,Rainy,Rural Road,Twilight,Minor,Lane changing without signal,2,0,32,26-40
20253844,2025-10-29,14:52,"Marine Drive, Kochi",9.980551,76.270712,South,Truck,Stormy,City Road,Daylight,Major,Using phone while driving,5,0,48,41-60
20253845,2025-12-21,10:46,"Kothrud, Pune",18.520533,73.797241,West,Car,Clear,City Road,Daylight,Major,Brake failure,8,0,33,26-40
20253846,2025-04-17,15:53,"Kothrud, Pune",18.49334,73.803092,West,Auto-rickshaw,Clear,City Road,Daylight,Minor,Distracted driving,3,0,46,41-60
20253847,2025-11-01,08:50,"Hazratganj, Lucknow",26.838807,80.941352,North,Motorcycle,Cloudy,Rural Road,Daylight,Minor,Drunk driving,1,0,18,<26
20253848,2025-04-11,15:55,"Hitech City, Hyderabad",17.433999,78.381488,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Sleep deprivation,1,0,18,<26
20253849,2025-02-24,08:22,"Marine Drive, Kochi",9.970344,76.276625,South,Auto-rickshaw,Cloudy,National Highway,Daylight,Minor,Sleep deprivation,0,0,48,41-60
20253850,2025-09-09,09:13,"Zion Hill, Kodaikanal",10.239816,77.486538,South,SUV,Cloudy,City Road,Daylight,Major,Wrong-side driving,6,0,42,41-60
20253851,2025-06-08,11:35,"Race Course, Coimbatore",11.028377,76.955068,South,Motorcycle,Clear,State Highway,Daylight,Major,Poor road condition,6,1,20,<26
20253852,2025-02-12,19:58,"Main Guard Gate, Trichy",10.836904,78.687958,South,SUV,Foggy,National Highway,Twilight,Minor,Signal violation,3,0,22,<26
20253853,2025-04-20,15:50,"Charminar Area, Hyderabad",17.352573,78.483062,South,Bicycle,Clear,Rural Road,Daylight,Minor,Over-speeding,4,0,47,41-60
20253854,2025-12-05,15:46,Rishikesh-Haridwar Highway,30.066069,78.284898,North,Truck,Foggy,State Highway,Daylight,Major,Drunk driving,8,0,49,41-60
20253855,2025-01-25,16:28,"Palm Beach Road, Navi Mumbai",19.030945,73.004484,West,Motorcycle,Rainy,National Highway,Daylight,Fatal,Tire burst,12,5,19,<26
20253856,2025-07-22,15:36,"Charminar Area, Hyderabad",17.355339,78.472311,South,Auto-rickshaw,Rainy,National Highway,Daylight,Fatal,Overloading,7,6,59,41-60
20253857,2025-12-29,15:19,"Connaught Place, Delhi",28.621604,77.224156,North,Car,Foggy,City Road,Daylight,Minor,Over-speeding,3,0,38,26-40
20253858,2025-07-09,17:35,"Mall Road, Shimla",31.115809,77.162738,North,Truck,Rainy,City Road,Daylight,Major,Signal violation,1,0,46,41-60
20253859,2025-05-04,17:32,"Sector 17, Chandigarh",30.728856,76.787805,North,Motorcycle,Cloudy,Residential Street,Daylight,Minor,Lane changing without signal,1,0,34,26-40
20253860,2025-05-30,17:52,"Bandra West, Mumbai",19.067499,72.843507,West,Auto-rickshaw,Clear,State Highway,Daylight,Major,Distracted driving,7,0,40,26-40
20253861,2025-06-27,19:32,"Hazratganj, Lucknow",26.834613,80.938535,North,Auto-rickshaw,Cloudy,State Highway,Twilight,Minor,Tailgating,3,0,41,41-60
20253862,2025-06-30,14:32,"S.G. Highway, Ahmedabad",23.019616,72.558073,West,Lorry,Rainy,Residential Street,Daylight,Fatal,Overloading,12,4,48,41-60
20253863,2025-08-07,14:59,"S.G. Highway, Ahmedabad",23.024767,72.576613,West,Car,Stormy,City Road,Daylight,Major,Road rage,1,0,29,26-40
20253864,2025-04-18,08:48,"Howrah Bridge Road, Kolkata",22.584994,88.357769,East,Truck,Clear,National Highway,Daylight,Major,Over-speeding,5,0,30,26-40
20253865,2025-08-12,15:32,"Hazratganj, Lucknow",26.841251,80.954827,North,Motorcycle,Clear,Rural Road,Daylight,Minor,Using phone while driving,1,0,35,26-40
20253866,2025-02-24,13:13,"Sayajigunj, Vadodara",22.318822,73.169853,West,Car,Clear,City Road,Daylight,Minor,Distracted driving,4,0,38,26-40
20253867,2025-02-18,14:36,"Chandni Chowk, Delhi",28.661771,77.24068,North,Scooter,Clear,Rural Road,Daylight,Major,Distracted driving,6,0,37,26-40
20253868,2025-08-27,17:29,"Salt Lake City, Kolkata",22.594134,88.405876,East,Car,Rainy,City Road,Daylight,Minor,Overloading,1,0,18,<26
20253869,2025-07-30,08:38,"Banjara Hills, Hyderabad",17.407214,78.440584,South,Truck,Rainy,National Highway,Daylight,Minor,Tailgating,3,0,27,26-40
20253870,2025-09-07,20:12,"Park Street, Kolkata",22.544187,88.361572,East,Auto-rickshaw,Rainy,State Highway,Darkness (Lit),Fatal,Over-speeding,12,4,55,41-60
20253871,2025-12-13,20:51,"Pink City Road, Jaipur",26.920903,75.782639,North,Truck,Windy,City Road,Darkness (Lit),Minor,Signal violation,1,0,29,26-40
20253872,2025-08-06,16:21,"Outer Ring Road, Bangalore",12.931701,77.627384,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Tailgating,1,0,38,26-40
20253873,2025-07-31,08:05,"Palm Beach Road, Navi Mumbai",19.032207,73.009257,West,Car,Foggy,National Highway,Daylight,Major,Over-speeding,8,0,18,<26
20253874,2025-09-16,14:28,"Fatehpur Sikri Road, Agra",27.095472,77.667573,North,Truck,Rainy,State Highway,Daylight,Major,Over-speeding,8,0,25,<26
20253875,2025-10-13,16:06,"Rajpath, Delhi",28.603513,77.203998,North,Motorcycle,Clear,City Road,Daylight,Major,Sleep deprivation,1,1,22,<26
20253876,2025-02-03,12:13,"Fatehpur Sikri Road, Agra",27.099024,77.670077,North,Car,Rainy,City Road,Daylight,Minor,Road rage,3,0,44,41-60
20253877,2025-12-20,17:34,"Race Course, Coimbatore",11.025476,76.949595,South,Van,Clear,State Highway,Daylight,Minor,Over-speeding,4,0,51,41-60
20253878,2025-11-24,09:55,"Banjara Hills, Hyderabad",17.397965,78.431059,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Animal crossing,3,0,18,<26
20253879,2025-07-07,14:10,Rishikesh-Haridwar Highway,30.075,78.302401,North,Auto-rickshaw,Rainy,Rural Road,Daylight,Major,Pedestrian error,7,0,32,26-40
20253880,2025-06-09,18:02,"Palm Beach Road, Navi Mumbai",19.02948,73.023911,West,Motorcycle,Rainy,Residential Street,Twilight,Minor,Wrong-side driving,0,0,18,<26
20253881,2025-01-07,09:58,"Charminar Area, Hyderabad",17.347655,78.481772,South,Motorcycle,Cloudy,National Highway,Daylight,Fatal,Vehicle malfunction,8,2,19,<26
20253882,2025-01-28,09:42,"MG Road, Bangalore",12.969714,77.591437,South,SUV,Foggy,National Highway,Daylight,Minor,Tire burst,3,0,18,<26
